cellIndex,embedding1,embedding2,cell_type
1964,-8.253857,2.422035,Ngn3 low EP
1965,-10.688571,-1.6281644,Ductal
1966,7.848562,3.9014993,Alpha
1967,-5.539701,-2.077304,Ngn3 high EP
1968,-9.354167,1.1208234,Ductal
1969,-9.683513,2.4058075,Ductal
1970,7.19021,2.843738,Alpha
1971,5.850399,3.6130176,Beta
1972,5.90428,0.2748965,Beta
1973,1.1786683,-4.2741885,Ngn3 high EP
1974,5.49951,-0.9525686,Pre-endocrine
1975,-11.155008,1.9892995,Ductal
1976,-0.96825224,-4.2203765,Ngn3 high EP
1977,-8.306859,-1.0993218,Ngn3 low EP
1978,-10.459954,0.29344353,Ductal
1979,6.9808793,-1.1768324,Pre-endocrine
1980,-5.3465075,-3.6029081,Ngn3 high EP
1981,7.1474204,-0.160702,Alpha
1982,6.982049,4.445933,Alpha
1983,5.2435746,-0.37434193,Beta
1984,4.8971176,1.400504,Beta
1985,-10.911221,0.83004963,Ductal
1986,-9.219648,4.314206,Ngn3 low EP
1987,4.5789094,-4.052991,Pre-endocrine
1988,5.4122205,1.232137,Beta
1989,4.7649007,0.17571448,Pre-endocrine
1990,7.470536,2.6615834,Alpha
1991,5.6811495,1.0882682,Beta
1992,-10.174838,-1.3334383,Ductal
1993,4.739831,-3.8025436,Pre-endocrine
1994,-10.839268,-0.687069,Ductal
1995,2.586993,5.172072,Beta
1996,3.7269442,4.595799,Beta
1997,5.4225593,-1.3188472,Pre-endocrine
1998,-2.5363653,-4.8152657,Ngn3 high EP
1999,-8.10446,3.3603754,Ngn3 low EP
2000,-9.997896,2.769866,Ductal
2001,-10.51738,-1.2470198,Ductal
2002,5.3186316,-3.1611767,Pre-endocrine
2003,2.1003563,-0.062502265,Epsilon
2004,-10.851357,-0.16541703,Ductal
2005,0.32926878,-4.17425,Ngn3 high EP
2006,2.5111485,4.573152,Beta
2007,5.5631313,0.61877996,Beta
2008,-10.9270315,-0.4617428,Ductal
2009,7.242069,3.464586,Alpha
2010,7.285131,0.7484606,Alpha
2011,-12.087597,1.9023981,Ductal
2012,0.53556186,-4.360464,Ngn3 high EP
2013,-12.193845,2.1458817,Ductal
2014,8.608067,-1.3314778,Delta
2015,-11.316277,0.2858345,Ductal
2016,-10.17543,5.8388705,Ductal
2017,5.8937263,1.2323054,Beta
2018,3.1918266,4.8321643,Beta
2019,-10.739271,6.0629396,Ductal
2020,-2.1873126,-4.7951875,Ngn3 high EP
2021,4.064739,3.660839,Beta
2022,-9.864165,-1.0963804,Ductal
2023,5.2934756,-0.33346048,Beta
2024,0.49607792,-4.7641916,Ngn3 high EP
2025,4.807297,2.526147,Beta
2026,-9.72673,-0.02346642,Ductal
2027,4.54071,4.3529367,Beta
2028,5.2311273,-3.0460072,Pre-endocrine
2029,-12.3223915,2.291649,Ductal
2030,7.8355126,4.477789,Alpha
2031,5.626167,1.1247871,Beta
2032,-0.2074173,-4.984873,Ngn3 high EP
2033,4.341752,3.7724369,Beta
2034,7.7306643,3.96148,Alpha
2035,4.50991,-3.2572072,Pre-endocrine
2036,2.3446238,5.100851,Beta
2037,-11.75265,1.1494406,Ngn3 low EP
2038,-12.179058,3.0062892,Ductal
2039,3.6224906,1.0487742,Pre-endocrine
2040,4.415899,3.2141216,Beta
2041,7.3025136,5.296751,Alpha
2042,-11.298431,3.900044,Ductal
2043,8.630472,4.2929564,Alpha
2044,8.021509,5.2628546,Alpha
2045,4.988459,3.5663831,Beta
2046,-2.1676154,-3.893793,Ngn3 high EP
2047,-4.227683,-3.338916,Ngn3 high EP
2048,7.5519857,5.285234,Alpha
2049,-11.145397,3.6794567,Ductal
2050,6.149426,4.0456104,Alpha
2051,7.880975,3.1360052,Alpha
2052,6.3535824,2.527745,Alpha
2053,-9.432693,0.41062933,Ductal
2054,-9.004248,0.025116477,Ductal
2055,-9.133144,1.0463202,Ductal
2056,5.0401535,2.013554,Beta
2057,-11.446345,0.11026997,Ductal
2058,-10.179644,-0.47416273,Ductal
2059,-10.7087965,3.3704784,Ductal
2060,-10.267722,2.9909568,Ductal
2061,6.9414287,-1.44824,Pre-endocrine
2062,-1.2074659,-3.7476583,Ngn3 high EP
2063,3.2035213,-1.4280689,Pre-endocrine
2064,7.026878,-0.2221034,Alpha
2065,6.1554084,-1.5083052,Pre-endocrine
2066,4.2390203,0.5511743,Pre-endocrine
2067,6.276966,4.608333,Alpha
2068,-10.164526,1.3976238,Ductal
2069,4.268318,-4.1243744,Pre-endocrine
2070,-10.151413,0.21641351,Ductal
2071,-2.260662,-4.553218,Ngn3 high EP
2072,-3.1377833,-4.4431286,Ngn3 high EP
2073,2.4110177,6.2436295,Beta
2074,4.7145786,-3.4906077,Pre-endocrine
2075,-9.812831,4.5400243,Ngn3 low EP
2076,3.9469178,-4.2473407,Pre-endocrine
2077,-2.9903436,-4.7376924,Ngn3 high EP
2078,-9.555072,5.1657705,Ductal
2079,5.7243166,-1.8197176,Pre-endocrine
2080,8.250558,4.1674733,Alpha
2081,1.6661242,-4.048971,Ngn3 high EP
2082,2.3957438,0.5836091,Epsilon
2083,6.124628,0.5130696,Beta
2084,-12.319476,2.5423133,Ductal
2085,6.6212354,-0.13951924,Pre-endocrine
2086,3.071895,-4.160169,Pre-endocrine
2087,4.563321,1.223515,Alpha
2088,1.086945,-4.2091417,Ngn3 high EP
2089,-9.790837,5.234814,Ductal
2090,5.25929,-1.7180289,Pre-endocrine
2091,-11.131366,-0.6631853,Ductal
2092,6.072732,0.6574751,Beta
2093,2.5886881,5.7600455,Beta
2094,1.4235548,-4.790364,Ngn3 high EP
2095,-11.413615,2.8305326,Ductal
2096,4.9927206,2.0005538,Beta
2097,-9.958766,4.9543185,Ductal
2098,4.114924,-0.6921469,Pre-endocrine
2099,-10.8710785,3.3158658,Ductal
2100,3.3875864,-1.3242644,Pre-endocrine
2101,2.4807563,5.402693,Beta
2102,-11.572517,0.5032543,Ductal
2103,7.652523,3.3600492,Alpha
2104,6.9053874,4.71168,Alpha
2105,-12.092011,3.509214,Ductal
2106,5.1644454,2.9903412,Beta
2107,6.738203,-1.7028098,Pre-endocrine
2108,-7.1255975,-1.9862355,Ngn3 high EP
2109,-10.886657,-0.58466333,Ductal
2110,-11.301289,2.6803808,Ductal
2111,-2.3358393,-4.618325,Ngn3 high EP
2112,8.41862,-0.92104137,Delta
2113,-9.907727,0.94293165,Ngn3 low EP
2114,4.3200245,-0.87492365,Pre-endocrine
2115,-8.08532,3.2093549,Ductal
2116,-9.277191,0.72127074,Ductal
2117,1.2742703,-2.2021787,Pre-endocrine
2118,5.5531235,-0.10956663,Beta
2119,5.1955314,0.0062868553,Beta
2120,-9.415863,2.767018,Ductal
2121,-2.4184797,-4.3993583,Ngn3 high EP
2122,-0.3880196,-3.9161344,Ngn3 high EP
2123,-8.999348,1.0973667,Ductal
2124,-9.734041,2.4133463,Ductal
2125,1.6932698,-2.5104468,Pre-endocrine
2126,3.1397247,5.9896135,Beta
2127,5.8152404,-0.07012827,Pre-endocrine
2128,5.5392013,0.043208096,Beta
2129,-0.5690438,-4.1640167,Ngn3 high EP
2130,6.285319,1.8176525,Beta
2131,-3.1690102,-3.6419308,Ngn3 high EP
2132,5.046226,-2.2955358,Pre-endocrine
2133,0.7487317,-2.9432204,Pre-endocrine
2134,-9.587559,-0.28410038,Ductal
2135,1.5330132,-4.5426497,Ngn3 high EP
2136,-8.712679,-0.07433324,Ductal
2137,-11.26085,-1.331124,Ductal
2138,-2.1836822,-3.745517,Ngn3 high EP
2139,-8.28611,-1.1578593,Ngn3 low EP
2140,2.361093,-4.6482487,Pre-endocrine
2141,9.059313,-1.3329755,Delta
2142,7.243307,4.7158256,Alpha
2143,4.2840858,3.4576275,Beta
2144,7.883564,5.2690077,Alpha
2145,0.9377318,-4.9264135,Ngn3 high EP
2146,4.836201,3.3792088,Beta
2147,5.7976213,-0.551793,Pre-endocrine
2148,7.141031,2.0843601,Alpha
2149,-9.537484,-0.17796244,Ngn3 low EP
2150,0.8306465,-4.3443074,Ngn3 high EP
2151,9.400543,-1.1165888,Delta
2152,-10.108347,5.8176336,Ductal
2153,5.295394,-2.6879,Pre-endocrine
2154,-9.616919,-0.16958356,Ductal
2155,-7.979959,2.9805293,Ductal
2156,3.9167852,1.0042711,Pre-endocrine
2157,3.3852935,-4.6076255,Pre-endocrine
2158,3.1041074,1.8403188,Epsilon
2159,6.7578583,-1.5108476,Pre-endocrine
2160,-11.748733,4.0311494,Ductal
2161,5.1863136,-2.6104226,Pre-endocrine
2162,4.0376,3.0522878,Beta
2163,4.0354953,1.0419905,Pre-endocrine
2164,5.010695,-0.054669593,Beta
2165,-11.782512,4.938712,Ductal
2166,-2.4358048,-4.409444,Ngn3 high EP
2167,3.3404405,-3.8981118,Pre-endocrine
2168,-9.766617,5.270094,Ductal
2169,-10.724299,-0.07924357,Ductal
2170,-0.8359444,-5.046505,Ngn3 high EP
2171,4.5833354,-2.865566,Pre-endocrine
2172,7.2706847,4.99171,Alpha
2173,5.260201,0.26917544,Beta
2174,-8.535248,1.6395433,Ductal
2175,7.8218665,0.8172639,Alpha
2176,-10.226343,5.8848896,Ngn3 low EP
2177,6.604291,1.1976926,Alpha
2178,-10.539155,0.3513976,Ductal
2179,-8.969868,0.6437517,Ductal
2180,4.4741955,4.7691984,Beta
2181,-4.7268953,-3.852354,Ngn3 high EP
2182,4.2037067,1.2117927,Beta
2183,-11.8024235,4.7693644,Ngn3 low EP
2184,4.757797,1.8004755,Beta
2185,-8.766792,-0.7251619,Ductal
2186,-11.442597,-1.1946521,Ductal
2187,-0.6739738,-3.6996033,Ngn3 high EP
2188,-3.7407954,-3.952263,Ngn3 high EP
2189,2.1231384,6.4643407,Beta
2190,-11.880602,4.6746945,Ductal
2191,5.756731,-1.5065289,Pre-endocrine
2192,5.7957354,-2.321173,Pre-endocrine
2193,3.2600782,-4.354188,Pre-endocrine
2194,4.4521484,-0.26140702,Pre-endocrine
2195,7.6963315,5.2810984,Alpha
2196,-1.6325804,-4.1927485,Ngn3 high EP
2197,-3.9185138,-3.4532652,Ngn3 high EP
2198,5.9750834,-2.0859902,Pre-endocrine
2199,6.116922,-0.84704137,Pre-endocrine
2200,8.378273,-1.0897092,Delta
2201,-12.025648,1.5361955,Ngn3 low EP
2202,8.940772,-1.2916983,Delta
2203,5.26524,1.6889974,Beta
2204,-10.396692,6.1366935,Ngn3 low EP
2205,5.149748,0.91557413,Beta
2206,7.016443,2.8771372,Alpha
2207,7.8123393,2.7850647,Alpha
2208,-10.73981,6.2851954,Ductal
2209,1.3771261,-4.117562,Ngn3 high EP
2210,4.269729,-2.9896138,Pre-endocrine
2211,7.0022864,-0.53712785,Alpha
2212,5.602381,-2.6412802,Pre-endocrine
2213,5.5455875,2.2265406,Beta
2214,-11.279376,-0.9225593,Ductal
2215,-10.408948,-0.004426881,Ngn3 low EP
2216,-10.056854,0.0020937095,Ductal
2217,-5.583767,-3.3328366,Ngn3 high EP
2218,7.5913587,2.5134208,Alpha
2219,4.7871614,3.3374429,Beta
2220,-9.619148,0.01026332,Ngn3 low EP
2221,-2.225877,-2.0799506,Ngn3 high EP
2222,2.6098175,2.0222883,Epsilon
2223,4.494848,1.6430244,Beta
2224,-8.488646,-1.4175992,Ngn3 low EP
2225,3.5513268,0.35289708,Pre-endocrine
2226,-11.659958,1.5267259,Ductal
2227,-7.490492,-2.0148501,Ngn3 high EP
2228,5.3320894,-0.25003937,Beta
2229,-9.325984,-1.3456675,Ductal
2230,-9.516715,2.7378573,Ductal
2231,-11.283761,0.004703157,Ngn3 low EP
2232,-9.774916,-0.82085866,Ductal
2233,-11.246894,1.1411281,Ductal
2234,5.789007,1.9136351,Beta
2235,4.132414,-3.0179737,Pre-endocrine
2236,-2.4140143,-2.1695352,Ngn3 high EP
2237,-5.3843174,-3.0641677,Ngn3 high EP
2238,7.9913154,-1.1462377,Delta
2239,6.8783875,0.36907172,Alpha
2240,-10.3536,0.11249923,Ductal
2241,5.1101747,1.7638685,Beta
2242,3.2469165,3.9088235,Beta
2243,2.9513173,-3.9866147,Pre-endocrine
2244,5.1863203,-0.53471327,Pre-endocrine
2245,-7.034463,-1.7987055,Ngn3 high EP
2246,-2.9185667,-3.452427,Ngn3 high EP
2247,3.263164,5.2561736,Beta
2248,2.680298,5.6188965,Beta
2249,-11.252761,5.7729683,Ductal
2250,5.3025126,0.11584648,Alpha
2251,6.0868387,1.4939374,Beta
2252,-9.576129,0.518503,Ductal
2253,7.4897733,4.4535437,Alpha
2254,2.9521847,4.613201,Beta
2255,1.3289678,-1.794587,Pre-endocrine
2256,-0.54452395,-5.0958667,Ngn3 high EP
2257,-11.981093,2.2936924,Ductal
2258,7.942875,2.2550542,Alpha
2259,-9.602369,5.210483,Ngn3 low EP
2260,5.693957,2.5453908,Beta
2261,-4.814383,-3.6974583,Ngn3 high EP
2262,-7.499623,-2.206078,Ngn3 high EP
2263,9.416532,-1.0194837,Delta
2264,2.835354,5.395729,Beta
2265,3.345072,4.721307,Beta
2266,2.6460283,1.9308832,Epsilon
2267,-6.6917734,-2.170025,Ngn3 high EP
2268,6.811084,2.6637032,Alpha
2269,5.7458205,-1.3948702,Pre-endocrine
2270,7.7119546,-0.46957698,Delta
2271,7.180744,3.7492876,Alpha
2272,3.787063,-4.0123324,Pre-endocrine
2273,1.6688821,-1.0073203,Pre-endocrine
2274,6.6687255,1.6485187,Alpha
2275,4.7494855,-3.7107205,Pre-endocrine
2276,3.3562236,-1.1650695,Pre-endocrine
2277,6.194917,0.1698655,Beta
2278,3.7550247,3.539874,Beta
2279,2.349067,5.3669486,Beta
2280,8.460687,-0.8001486,Delta
2281,6.9804053,-1.3274071,Pre-endocrine
2282,-6.822655,-2.5109649,Ngn3 high EP
2283,-10.055026,-0.71970785,Ngn3 low EP
2284,4.7273674,-3.2829225,Pre-endocrine
2285,-8.865841,-0.7899009,Ngn3 low EP
2286,-11.919812,1.3259813,Ductal
2287,-10.477087,-0.31686366,Ductal
2288,4.1161857,4.750666,Beta
2289,7.688973,2.5572052,Alpha
2290,-8.334864,1.6140331,Ngn3 low EP
2291,-11.140878,1.0765868,Ductal
2292,7.137754,2.6589675,Alpha
2293,-11.086246,4.748774,Ductal
2294,-10.944112,4.668374,Ductal
2295,7.680015,5.1051626,Alpha
2296,-6.485505,-2.2575278,Ngn3 high EP
2297,8.579597,4.316441,Alpha
2298,-4.192797,-3.4923747,Ngn3 high EP
2299,4.7615547,-2.9148073,Pre-endocrine
2300,3.359534,5.2570615,Beta
2301,-1.8401172,-4.0956354,Ngn3 high EP
2302,5.809072,-2.6855228,Pre-endocrine
2303,-9.062106,-0.4062788,Ngn3 low EP
2304,5.4218316,2.5142097,Beta
2305,-11.328527,1.402005,Ductal
2306,-10.728851,-1.4242533,Ductal
2307,-10.266694,1.1798489,Ductal
2308,3.5140557,-2.9490614,Pre-endocrine
2309,-6.9947324,-1.6315347,Ngn3 high EP
2310,-9.4190855,1.6798916,Ductal
2311,4.151875,5.1398535,Beta
2312,-2.247921,-2.2911825,Ngn3 high EP
2313,-11.441838,4.8639803,Ductal
2314,5.3141694,-0.5490612,Pre-endocrine
2315,2.7500064,0.34183252,Epsilon
2316,7.318722,3.8677688,Alpha
2317,0.06971342,-5.309977,Ngn3 high EP
2318,-11.737467,2.0797145,Ductal
2319,7.9672985,4.9944377,Alpha
2320,3.990729,5.355658,Beta
2321,2.3364942,6.0769367,Beta
2322,1.5938991,-4.0600815,Ngn3 high EP
2323,5.5152926,0.6612624,Beta
2324,5.5001082,-1.242701,Pre-endocrine
2325,-8.074653,3.5323288,Ductal
2326,2.3959858,-2.4437115,Pre-endocrine
2327,-4.5046916,-2.8763058,Ngn3 high EP
2328,4.668039,3.2371914,Beta
2329,1.9172169,5.7947416,Beta
2330,-2.8328693,-4.233774,Ngn3 high EP
2331,3.538932,-3.6952877,Pre-endocrine
2332,-8.812871,0.738768,Ngn3 low EP
2333,-6.1761613,-2.3067784,Ngn3 high EP
2334,7.355024,4.851021,Alpha
2335,5.655788,-2.8904462,Pre-endocrine
2336,-9.277353,-0.11564095,Ductal
2337,-12.218656,3.4813254,Ductal
2338,3.5559554,4.759451,Beta
2339,7.745668,2.523167,Alpha
2340,2.54507,6.259965,Beta
2341,-9.730955,0.49676442,Ductal
2342,-9.300635,-0.9673325,Ngn3 low EP
2343,-9.809827,-0.40639296,Ductal
2344,-2.9579306,-1.9917028,Ngn3 low EP
2345,5.4670033,-1.7118902,Pre-endocrine
2346,1.1108415,-3.2977562,Ngn3 high EP
2347,-7.667112,-2.2923331,Ngn3 high EP
2348,-2.3291628,-4.9857965,Ngn3 high EP
2349,6.2698216,-2.16122,Pre-endocrine
2350,-11.6842375,1.7191336,Ductal
2351,-0.24209546,-3.889542,Ngn3 high EP
2352,-11.14636,1.0891263,Ductal
2353,-1.9562802,-4.840914,Ngn3 high EP
2354,-8.674133,4.064599,Ngn3 low EP
2355,4.0093603,4.1664033,Beta
2356,-9.596465,0.2167862,Ductal
2357,3.6152825,-3.50593,Pre-endocrine
2358,2.0944242,-3.9357579,Ngn3 high EP
2359,6.319708,2.096425,Alpha
2360,-7.534988,-2.167339,Ngn3 low EP
2361,-0.54935664,-4.016656,Ngn3 high EP
2362,-6.362396,-2.1551778,Ngn3 high EP
2363,2.6877468,5.7437396,Beta
2364,-1.0142803,-3.674305,Ngn3 high EP
2365,4.2503543,-4.197379,Pre-endocrine
2366,2.3551192,6.4534492,Beta
2367,3.7022777,2.3154807,Epsilon
2368,4.5519104,3.7469494,Beta
2369,4.1169186,-3.1380477,Pre-endocrine
2370,8.282953,4.5913234,Alpha
2371,5.8223605,-1.3698199,Pre-endocrine
2372,-11.930454,2.1934516,Ductal
2373,-8.416932,-0.89059514,Ngn3 low EP
2374,-9.958534,0.4966404,Ngn3 low EP
2375,-8.604858,1.8476803,Ngn3 low EP
2376,5.561037,2.1886892,Beta
2377,-4.2823133,-3.9657624,Ngn3 high EP
2378,-4.512824,-3.5355833,Ngn3 high EP
2379,2.4452956,6.705115,Beta
2380,8.022405,4.9460425,Alpha
2381,-10.481097,-0.585391,Ductal
2382,7.9245887,1.2563332,Alpha
2383,2.6382463,0.10532199,Epsilon
2384,-9.332999,-0.30363294,Ductal
2385,7.2971544,-0.087490134,Alpha
2386,1.8562715,5.2966504,Beta
2387,-11.470521,1.6795766,Ductal
2388,7.920199,2.1307962,Alpha
2389,5.238813,2.6639616,Beta
2390,3.5614274,0.55768883,Pre-endocrine
2391,5.808911,1.3730001,Beta
2392,2.7147274,-4.4280267,Pre-endocrine
2393,-0.84289116,-4.803189,Ngn3 high EP
2394,5.1086507,3.3819866,Beta
2395,4.6231995,-0.07526808,Pre-endocrine
2396,-11.749156,1.8109629,Ductal
2397,6.4317365,1.8354493,Alpha
2398,-10.834728,2.7812784,Ductal
2399,-8.861428,0.8249341,Ductal
2400,-11.048035,-1.3553307,Ductal
2401,-8.08106,-0.79302144,Ngn3 low EP
2402,3.9374425,2.84944,Epsilon
2403,-9.696557,3.173911,Ductal
2404,-12.217338,2.044601,Ductal
2405,6.0383906,-0.81028175,Pre-endocrine
2406,7.5804505,1.7141435,Alpha
2407,-8.250983,2.8094044,Ductal
2408,-10.242413,5.207615,Ductal
2409,1.1377468,-2.4859264,Pre-endocrine
2410,5.607171,2.9123719,Beta
2411,-8.576881,0.5053382,Ngn3 low EP
2412,-4.826479,-3.829173,Ngn3 high EP
2413,-9.4788065,3.4622636,Ductal
2414,7.908372,4.298059,Alpha
2415,0.003469435,-5.117958,Ngn3 high EP
2416,-0.044257157,-3.2861247,Ngn3 high EP
2417,-8.66183,-1.3754191,Ductal
2418,-9.790996,0.92803186,Ductal
2419,2.925402,4.933767,Beta
2420,4.3369474,1.9063612,Beta
2421,1.3634838,-4.7403884,Ngn3 high EP
2422,5.3333077,-1.1309481,Pre-endocrine
2423,3.868142,-3.8623722,Pre-endocrine
2424,4.3050213,3.1707149,Beta
2425,-7.122564,-0.4367275,Ngn3 low EP
2426,6.113184,-1.0548273,Pre-endocrine
2427,4.29522,4.5012374,Beta
2428,8.261737,4.4390993,Alpha
2429,-1.1850661,-5.229765,Ngn3 high EP
2430,2.2269137,6.696216,Beta
2431,-11.333779,4.7538667,Ductal
2432,-1.2219975,-4.5400004,Ngn3 high EP
2433,-9.930101,1.1582432,Ductal
2434,-9.741731,-0.36667746,Ductal
2435,-11.061591,3.5473855,Ductal
2436,2.832764,-0.6751053,Epsilon
2437,-10.014349,0.08232496,Ngn3 low EP
2438,5.668247,-0.47424328,Pre-endocrine
2439,3.464187,1.6644447,Epsilon
2440,-9.578479,0.91579515,Ngn3 low EP
2441,-9.3993635,4.6912556,Ductal
2442,-10.405557,-1.2798072,Ductal
2443,-11.880521,0.7242257,Ductal
2444,-0.17212693,-4.962457,Ngn3 high EP
2445,4.135482,-4.222747,Pre-endocrine
2446,3.0721657,1.5921681,Epsilon
2447,3.5478108,5.391859,Beta
2448,1.0580775,-2.5977626,Pre-endocrine
2449,-10.72126,5.976353,Ductal
2450,-8.345664,-1.9906212,Ngn3 low EP
2451,-9.621684,2.9830039,Ductal
2452,4.8006573,3.4373343,Beta
2453,5.1318364,2.465532,Beta
2454,-9.295429,1.2572104,Ngn3 low EP
2455,4.9465995,-2.5907497,Pre-endocrine
2456,5.9672794,-1.9411054,Pre-endocrine
2457,2.35464,4.8441052,Beta
2458,2.7962706,4.168321,Beta
2459,2.704946,-2.6679184,Pre-endocrine
2460,6.947864,4.141087,Alpha
2461,6.38196,4.2235446,Alpha
2462,-9.823025,5.5408545,Ductal
2463,-11.210058,-0.29092783,Ductal
2464,5.2239265,0.46807903,Beta
2465,4.076569,3.6192703,Beta
2466,7.11346,2.5706553,Alpha
2467,6.9251866,2.0379627,Alpha
2468,-1.717559,-3.6184204,Ngn3 high EP
2469,-9.44106,1.1998675,Ductal
2470,-6.0976233,-2.945439,Ngn3 high EP
2471,-0.29139987,-5.114933,Ngn3 high EP
2472,-10.598923,-0.7095983,Ductal
2473,8.002668,5.4348764,Alpha
2474,2.5736623,1.7439991,Epsilon
2475,3.2231236,-1.7363305,Pre-endocrine
2476,-8.156321,3.614488,Ductal
2477,5.9794283,-1.5926532,Pre-endocrine
2478,-0.28499612,-4.2199893,Ngn3 high EP
2479,6.5714264,2.6494646,Alpha
2480,7.820514,1.759709,Alpha
2481,-0.0057387734,-5.113515,Ngn3 high EP
2482,2.0981727,6.330519,Beta
2483,6.96211,4.1263437,Alpha
2484,8.004752,-1.1051118,Delta
2485,2.48737,5.4441414,Beta
2486,-6.7103086,-2.0879211,Ngn3 high EP
2487,-10.702765,1.144505,Ductal
2488,-9.912207,5.591431,Ductal
2489,-0.4192081,-3.9871917,Ngn3 high EP
2490,-8.836504,0.6962111,Ngn3 low EP
2491,-2.7084353,-4.7608023,Ngn3 high EP
2492,-4.4028606,-3.2404583,Ngn3 high EP
2493,-10.436062,2.8435848,Ductal
2494,2.6547773,4.7933774,Beta
2495,-10.756544,-1.4034919,Ngn3 low EP
2496,5.4611197,3.024766,Beta
2497,5.39501,-1.0369655,Pre-endocrine
2498,6.9376526,2.4778569,Alpha
2499,-8.717516,-1.2983133,Ductal
2500,1.4034587,-3.8641202,Ngn3 high EP
2501,3.7274206,-4.0182896,Pre-endocrine
2502,3.1218283,-4.031128,Pre-endocrine
2503,-8.886908,-0.734502,Ngn3 low EP
2504,7.203073,3.4958608,Alpha
2505,5.354224,-1.1179872,Pre-endocrine
2506,3.2978983,-3.70278,Pre-endocrine
2507,3.1043293,5.250842,Beta
2508,2.725335,-3.6202018,Pre-endocrine
2509,9.418961,-1.2891462,Delta
2510,-10.47583,0.67078596,Ductal
2511,4.385255,3.2869518,Beta
2512,2.2892804,5.8623776,Beta
2513,-1.5607224,-3.7297606,Ngn3 high EP
2514,3.847542,-4.616081,Pre-endocrine
2515,5.958616,-2.5347807,Pre-endocrine
2516,-0.006577382,-5.288283,Ngn3 high EP
2517,6.783841,4.5186605,Alpha
2518,5.1052527,-0.20892686,Beta
2519,-9.934997,-0.009711355,Ductal
2520,5.684571,-2.1088953,Pre-endocrine
2521,-0.011202304,-4.3964057,Ngn3 high EP
2522,2.9601119,0.92158973,Epsilon
2523,3.450912,-2.786728,Pre-endocrine
2524,-11.085742,1.1937988,Ductal
2525,5.490833,2.8427868,Beta
2526,8.0269985,1.9616419,Alpha
2527,-11.936146,4.564591,Ductal
2528,-9.695363,-1.5060408,Ductal
2529,-9.701956,5.1943326,Ductal
2530,-7.879124,-1.3594561,Ngn3 low EP
2531,-10.68316,4.9527097,Ductal
2532,-0.29699206,-4.0489173,Ngn3 high EP
2533,-5.9692426,-3.1897435,Ngn3 high EP
2534,-2.2279994,-3.7690277,Ngn3 high EP
2535,-2.5874481,-3.8136969,Ngn3 high EP
2536,2.9256248,1.3169519,Epsilon
2537,5.4864874,-1.0862122,Pre-endocrine
2538,-4.478537,-3.8970025,Ngn3 high EP
2539,7.245406,0.20492546,Pre-endocrine
2540,1.1654562,-4.112432,Ngn3 high EP
2541,8.049162,3.6475573,Alpha
2542,3.2066355,0.4392531,Epsilon
2543,-9.537243,-0.489932,Ductal
2544,-10.031877,0.28023842,Ductal
2545,5.1518517,1.584581,Beta
2546,4.6056848,2.8588676,Beta
2547,6.255006,1.441725,Beta
2548,5.4312716,2.7744365,Beta
2549,-6.5948424,-2.324075,Ngn3 high EP
2550,2.807811,0.7230554,Epsilon
2551,5.9069076,1.9839218,Beta
2552,5.814756,-1.32298,Pre-endocrine
2553,-10.085567,-1.3294528,Ductal
2554,2.0399008,6.445741,Beta
2555,7.5403113,4.2542796,Alpha
2556,-7.5943093,-1.3894743,Ductal
2557,2.044023,6.565597,Beta
2558,5.27295,-0.06491402,Beta
2559,-4.065666,-3.4986188,Ngn3 high EP
2560,5.733867,2.2060575,Beta
2561,-0.079243526,-4.806414,Ngn3 high EP
2562,-5.6358323,-3.099199,Ngn3 high EP
2563,-10.892826,-1.3393053,Ductal
2564,3.5943737,-4.083165,Pre-endocrine
2565,-10.892335,-0.25956115,Ductal
2566,-8.617578,-1.5100557,Ngn3 low EP
2567,1.1200778,-3.7395446,Pre-endocrine
2568,-10.481755,-0.67483336,Ductal
2569,5.870796,-0.2687942,Pre-endocrine
2570,-1.1411006,-3.9275806,Ngn3 high EP
2571,-9.650427,3.4376655,Ductal
2572,8.150025,4.8313017,Alpha
2573,-5.5926023,-3.4941957,Ngn3 high EP
2574,-1.3534362,-3.7784038,Ngn3 high EP
2575,6.0228167,-0.3271179,Pre-endocrine
2576,-6.2222037,-2.7527454,Ngn3 high EP
2577,2.743004,2.0390947,Epsilon
2578,-8.180792,-2.115999,Ngn3 high EP
2579,-8.164875,3.6366181,Ngn3 low EP
2580,2.4257166,-4.4205604,Pre-endocrine
2581,5.6849775,2.692441,Beta
2582,5.2193403,1.8122932,Beta
2583,-4.8483834,-3.8995278,Ngn3 high EP
2584,-8.0260315,2.7307649,Ngn3 low EP
2585,8.0268,4.6537895,Alpha
2586,6.037676,0.021163944,Pre-endocrine
2587,-8.746249,1.0215527,Ductal
2588,-9.858997,-0.122054115,Ductal
2589,-9.393046,-0.49897733,Ductal
2590,-11.802183,5.1950397,Ductal
2591,-5.8932314,-3.3644958,Ngn3 high EP
2592,-9.315092,-0.18049584,Ngn3 low EP
2593,-11.077853,-0.36820808,Ductal
2594,5.823374,-1.8392588,Pre-endocrine
2595,7.4686103,0.23985972,Alpha
2596,5.335768,-2.0617347,Pre-endocrine
2597,-1.1504418,-3.4897468,Ngn3 high EP
2598,1.672097,-0.23258536,Epsilon
2599,7.957968,4.841057,Alpha
2600,-12.188421,3.2443063,Ductal
2601,7.977743,4.6418157,Alpha
2602,5.344755,-3.3723674,Pre-endocrine
