setting,cellIndex,embedding1,embedding2,cell_type,raw_pathway_attention_score,mean_pathway_edge_attention,n_pathway_edges
UMAP2,2742,-7.4862657,-1.9687219,Ngn3 high EP,0.98530215,0.011325312,87
UMAP2,2743,-11.070185,0.47491625,Ductal,0.97419846,0.011197683,87
UMAP2,2744,-4.431205,-3.8493936,Ngn3 high EP,1.0172231,0.011692219,87
UMAP2,2745,-8.093555,-1.3524451,Ngn3 low EP,0.9991602,0.0114846,87
UMAP2,2746,0.8250187,-4.9725738,Ngn3 high EP,0.9660046,0.011103502,87
UMAP2,2747,-2.0400357,-3.8871503,Ngn3 high EP,1.0087603,0.0115949465,87
UMAP2,2748,5.9207273,4.256434,Alpha,1.0872366,0.012496972,87
UMAP2,2749,3.4679325,5.162719,Beta,4.8265667,0.05547778,87
UMAP2,2750,3.1904387,4.321874,Beta,4.412751,0.050721277,87
UMAP2,2751,3.452234,-3.763648,Pre-endocrine,0.8704728,0.010005434,87
UMAP2,2752,4.409221,2.3879302,Beta,0.91596913,0.010528381,87
UMAP2,2753,8.088402,-1.2373154,Delta,0.7305812,0.008397485,87
UMAP2,2754,1.7236937,-2.2073202,Pre-endocrine,0.9101688,0.01046171,87
UMAP2,2755,7.478608,1.325744,Alpha,0.8194884,0.009419407,87
UMAP2,2756,-9.4228735,1.9135114,Ductal,0.96735215,0.01111899,87
UMAP2,2757,8.489957,4.986085,Alpha,0.7698648,0.008849021,87
UMAP2,2758,-0.5080961,-5.2279744,Ngn3 high EP,0.9534476,0.010959168,87
UMAP2,2759,-10.819593,5.6833005,Ductal,1.0524597,0.012097239,87
UMAP2,2760,7.05585,4.343544,Alpha,0.78775346,0.0090546375,87
UMAP2,2761,-9.386342,0.2883365,Ductal,0.98182,0.011285287,87
UMAP2,2762,3.0366535,-1.7419535,Pre-endocrine,0.92045027,0.010579888,87
UMAP2,2763,-9.893701,0.070649266,Ductal,0.98579824,0.011331014,87
UMAP2,2764,2.6099274,1.1101302,Epsilon,0.95443255,0.010970489,87
UMAP2,2765,3.409596,-4.217416,Pre-endocrine,0.87697667,0.010080191,87
UMAP2,2766,4.2137294,4.5583696,Beta,2.5647616,0.02948002,87
UMAP2,2767,6.006326,3.3306942,Alpha,0.7649983,0.008793084,87
UMAP2,2768,7.89605,4.8042426,Alpha,0.79400575,0.009126503,87
UMAP2,2769,-0.5960376,-5.1700397,Ngn3 high EP,0.9706143,0.011156486,87
UMAP2,2770,-10.616375,-1.0447308,Ngn3 low EP,0.9850005,0.0113218445,87
UMAP2,2771,-0.09084082,-5.403876,Ngn3 high EP,0.95900166,0.011023007,87
UMAP2,2772,-9.610044,0.20975223,Ductal,0.98355913,0.011305277,87
UMAP2,2773,2.448277,5.869152,Beta,6.1738067,0.07096329,87
UMAP2,2774,5.1961584,-3.7806778,Pre-endocrine,0.86044985,0.0098902285,87
UMAP2,2775,2.7298498,-3.9022937,Pre-endocrine,0.9175004,0.010545981,87
UMAP2,2776,6.043642,-1.8847905,Pre-endocrine,0.867721,0.0099738045,87
UMAP2,2777,-11.910512,3.0456831,Ductal,0.95074034,0.01092805,87
UMAP2,2778,-10.545619,3.272214,Ductal,0.9586742,0.011019244,87
UMAP2,2779,-9.576306,3.2998986,Ductal,0.97755396,0.011236252,87
UMAP2,2780,-11.720974,1.5905548,Ductal,0.96450496,0.011086264,87
UMAP2,2781,-0.18899673,-4.5747046,Ngn3 high EP,0.94683063,0.010883111,87
UMAP2,2782,7.5648623,1.6071455,Alpha,0.8322847,0.009566491,87
UMAP2,2783,2.1322165,-0.29390332,Epsilon,0.9232914,0.010612545,87
UMAP2,2784,4.539886,3.1471908,Beta,0.9324044,0.010717292,87
UMAP2,2785,-9.973639,0.5798333,Ngn3 low EP,0.98543274,0.011326813,87
UMAP2,2786,2.6615725,5.961809,Beta,6.434822,0.07396347,87
UMAP2,2787,-9.336937,-0.5219275,Ductal,0.9876692,0.0113525195,87
UMAP2,2788,5.8211703,0.72455597,Beta,0.7876762,0.00905375,87
UMAP2,2789,5.424863,-3.3832211,Pre-endocrine,0.84565616,0.009720186,87
UMAP2,2790,7.7886696,5.122162,Alpha,0.748011,0.0085978275,87
UMAP2,2791,-4.5475893,-3.3684204,Ngn3 high EP,1.0394441,0.011947633,87
UMAP2,2792,5.081826,-3.5683525,Pre-endocrine,0.9290133,0.010678314,87
UMAP2,2793,5.599488,-1.8737144,Pre-endocrine,0.9647519,0.011089102,87
UMAP2,2794,-9.383181,-0.033533048,Ductal,0.99006206,0.011380023,87
UMAP2,2795,4.1513166,3.5271358,Beta,1.1269621,0.012953587,87
UMAP2,2796,7.209482,2.3526921,Alpha,0.72994596,0.008390184,87
UMAP2,2797,5.2006516,-2.5441377,Pre-endocrine,0.9586756,0.01101926,87
UMAP2,2798,8.126566,4.943285,Alpha,0.7764445,0.008924649,87
UMAP2,2799,2.6909122,6.516835,Beta,6.1363363,0.070532605,87
UMAP2,2800,-2.33266,-4.5279446,Ngn3 high EP,1.0095532,0.0116040595,87
UMAP2,2801,-8.077199,3.1253526,Ductal,1.0219892,0.011747003,87
UMAP2,2802,-10.106441,-0.03419432,Ductal,0.9782022,0.011243704,87
UMAP2,2803,5.838811,-0.0721275,Beta,0.935496,0.010752827,87
UMAP2,2804,-0.6827166,-3.861489,Ngn3 high EP,1.0033633,0.011532911,87
UMAP2,2805,7.817418,-1.2047355,Delta,0.7986188,0.009179526,87
UMAP2,2806,2.9706593,5.600674,Beta,6.3182144,0.072623156,87
UMAP2,2807,6.049453,-1.6244992,Pre-endocrine,0.9536064,0.010960993,87
UMAP2,2808,1.9740734,5.939631,Beta,5.6236525,0.06463968,87
UMAP2,2809,4.8877225,0.3062461,Pre-endocrine,0.88277054,0.010146787,87
UMAP2,2810,5.1471124,1.7541673,Alpha,0.76569736,0.008801119,87
UMAP2,2811,5.837179,0.46744493,Beta,0.9358585,0.010756994,87
UMAP2,2812,5.8717203,3.2898235,Beta,0.7881711,0.0090594385,87
UMAP2,2813,3.3450394,5.7498336,Beta,6.1695776,0.070914686,87
UMAP2,2814,3.2840667,3.9001849,Beta,4.023013,0.04624153,87
UMAP2,2815,7.348346,4.6853504,Alpha,0.7471508,0.00858794,87
UMAP2,2816,8.093085,3.8277762,Alpha,0.7281862,0.008369956,87
UMAP2,2817,7.645756,5.1838183,Alpha,0.7589829,0.008723942,87
UMAP2,2818,-12.196783,2.585831,Ductal,0.9650966,0.011093064,87
UMAP2,2819,-1.6820785,-4.9186025,Ngn3 high EP,1.0160213,0.011678405,87
UMAP2,2820,-3.241805,-3.6244674,Ngn3 high EP,1.0471499,0.012036205,87
UMAP2,2821,5.6844726,-2.557499,Pre-endocrine,0.963329,0.011072747,87
UMAP2,2822,-9.71075,3.0998983,Ductal,0.97855353,0.011247742,87
UMAP2,2823,6.3368874,4.310871,Alpha,0.7676188,0.008823204,87
UMAP2,2824,5.4148855,-3.136614,Pre-endocrine,0.8578122,0.00985991,87
UMAP2,2825,6.396369,-2.0628238,Pre-endocrine,0.85202485,0.009793389,87
UMAP2,2826,-8.485123,-1.5902239,Ngn3 low EP,1.0018256,0.011515236,87
UMAP2,2827,-9.981712,2.1856995,Ductal,0.956469,0.010993897,87
UMAP2,2828,8.73738,-1.0825231,Delta,0.79108596,0.009092942,87
UMAP2,2829,0.020680556,-4.799568,Ngn3 high EP,0.9446832,0.010858428,87
UMAP2,2830,-9.057467,2.57656,Ductal,0.9934479,0.011418941,87
UMAP2,2831,-8.946378,-0.072182804,Ductal,0.98449993,0.011316091,87
UMAP2,2832,-4.7916718,-3.0315502,Ngn3 high EP,1.0273186,0.011808259,87
UMAP2,2833,-7.7804885,-1.4136097,Ngn3 low EP,1.002409,0.011521942,87
UMAP2,2834,-2.523287,-2.3744042,Ngn3 high EP,1.1829869,0.01359755,87
UMAP2,2835,4.456356,4.361186,Beta,1.6038369,0.018434906,87
UMAP2,2836,-10.244715,-0.15676402,Ductal,0.9810698,0.011276664,87
UMAP2,2837,-9.984966,2.4472501,Ductal,0.96768385,0.011122803,87
UMAP2,2838,0.544705,-3.0546877,Ngn3 high EP,0.93710434,0.010771315,87
UMAP2,2839,4.777892,1.0029087,Beta,0.97498465,0.01120672,87
UMAP2,2840,5.05227,3.0724595,Beta,0.87343,0.010039425,87
UMAP2,2841,-9.941376,-0.45075792,Ngn3 low EP,0.98217106,0.011289323,87
UMAP2,2842,8.302982,4.363623,Alpha,0.7359313,0.00845898,87
UMAP2,2843,-8.577516,2.627775,Ductal,0.9972521,0.011462668,87
UMAP2,2844,7.423354,4.332818,Alpha,0.77194303,0.008872909,87
UMAP2,2845,1.2821306,-2.3754659,Pre-endocrine,0.90852416,0.010442806,87
UMAP2,2846,-9.624585,-0.8503989,Ductal,0.989497,0.011373529,87
UMAP2,2847,-7.7741113,-1.036639,Ngn3 low EP,1.0101506,0.011610926,87
UMAP2,2848,7.4486136,5.1725636,Alpha,0.7766375,0.0089268675,87
UMAP2,2849,5.5976505,-0.5301655,Pre-endocrine,0.89533377,0.010291193,87
UMAP2,2850,8.955201,-0.9580774,Delta,0.8117975,0.009331006,87
UMAP2,2851,7.718896,2.1190464,Alpha,0.74079335,0.008514866,87
UMAP2,2852,-9.088344,4.181665,Ngn3 low EP,1.1294945,0.012982696,87
UMAP2,2853,-9.296064,0.2391207,Ductal,0.9920713,0.011403118,87
UMAP2,2854,6.0779614,1.7447702,Alpha,0.74900115,0.008609208,87
UMAP2,2855,-12.084613,4.03734,Ductal,0.9884112,0.011361049,87
UMAP2,2856,7.6290946,5.204148,Alpha,0.7695197,0.008845054,87
UMAP2,2857,8.05188,2.8756566,Alpha,0.727534,0.00836246,87
UMAP2,2858,-10.014392,-1.6220384,Ductal,0.99723786,0.011462504,87
UMAP2,2859,-10.31705,-0.026602993,Ductal,0.9819385,0.011286649,87
UMAP2,2860,-1.4089444,-3.735415,Ngn3 high EP,0.99311006,0.011415058,87
UMAP2,2861,6.589973,2.4719307,Alpha,0.77367496,0.008892816,87
UMAP2,2862,5.063077,-3.2897315,Pre-endocrine,0.8913896,0.010245858,87
UMAP2,2863,-1.8549342,-3.819315,Ngn3 high EP,1.0114768,0.01162617,87
UMAP2,2864,6.2029967,1.0716903,Beta,0.81925625,0.0094167385,87
UMAP2,2865,2.1602416,-2.2891955,Pre-endocrine,0.9261712,0.010645646,87
UMAP2,2866,-8.203449,0.545731,Ngn3 low EP,1.0007457,0.011502824,87
UMAP2,2867,6.811276,3.0830371,Alpha,0.7536652,0.008662819,87
UMAP2,2868,3.1669536,2.3205135,Epsilon,0.8522007,0.009795411,87
UMAP2,2869,9.649625,-1.1393329,Delta,0.7880743,0.009058326,87
UMAP2,2870,-5.2949495,-3.5710993,Ngn3 high EP,1.009566,0.011604207,87
UMAP2,2871,3.3951886,1.458784,Epsilon,0.8440113,0.009701279,87
UMAP2,2872,8.129192,4.4586926,Alpha,0.73581994,0.008457701,87
UMAP2,2873,7.814857,5.305035,Alpha,0.72105765,0.008288019,87
UMAP2,2874,2.7210238,6.1623464,Beta,6.3433967,0.0729126,87
UMAP2,2875,2.880346,6.216698,Beta,6.086631,0.06996127,87
UMAP2,2876,6.9282284,3.0357513,Alpha,0.76790345,0.0088264765,87
UMAP2,2877,-4.176718,-3.7821264,Ngn3 high EP,1.0157617,0.011675422,87
UMAP2,2878,2.8754265,4.3484554,Beta,5.4711075,0.06288629,87
UMAP2,2879,1.1078138,-3.884899,Ngn3 high EP,0.966074,0.011104299,87
UMAP2,2880,0.5065203,-4.6791043,Ngn3 high EP,0.9528716,0.010952547,87
UMAP2,2881,-10.11898,2.813101,Ductal,0.96631336,0.01110705,87
UMAP2,2882,-0.55162704,-3.8443418,Ngn3 high EP,0.9964992,0.011454013,87
UMAP2,2883,-10.100423,2.1965265,Ductal,0.96900654,0.011138006,87
UMAP2,2884,-10.537689,-1.4282583,Ductal,0.99063516,0.011386611,87
UMAP2,2885,5.2801685,-0.93789005,Pre-endocrine,0.91992164,0.010573812,87
UMAP2,2886,7.0078526,-0.22382633,Alpha,0.85988796,0.00988377,87
UMAP2,2887,3.9806993,4.5671144,Beta,2.5443444,0.029245337,87
UMAP2,2888,2.2796369,5.805306,Beta,6.204281,0.071313575,87
UMAP2,2889,-8.39452,2.6416225,Ductal,1.0057017,0.011559789,87
UMAP2,2890,5.3747687,1.1207075,Beta,0.9015269,0.010362378,87
UMAP2,2891,6.1088715,-2.592215,Pre-endocrine,0.8821989,0.010140218,87
UMAP2,2892,-10.757215,-0.57268125,Ngn3 low EP,0.9764074,0.011223074,87
UMAP2,2893,1.3485583,-4.0482683,Ngn3 high EP,0.9535563,0.010960417,87
UMAP2,2894,-10.552397,0.11198347,Ductal,0.9786453,0.011248797,87
UMAP2,2895,3.5165906,2.6646893,Epsilon,0.7970129,0.009161068,87
UMAP2,2896,3.561689,2.093795,Epsilon,0.8203436,0.009429237,87
UMAP2,2897,2.477479,0.4141317,Epsilon,0.9403527,0.010808651,87
UMAP2,2898,-10.044596,1.0829808,Ductal,0.97083753,0.011159052,87
UMAP2,2899,3.5459604,4.9475083,Beta,4.630577,0.053225026,87
UMAP2,2900,5.1672735,1.4508958,Beta,0.9192903,0.010566555,87
UMAP2,2901,5.7739835,-1.6584452,Pre-endocrine,0.8518503,0.009791383,87
UMAP2,2902,5.261415,0.6074037,Beta,0.937454,0.010775333,87
UMAP2,2903,6.0026627,1.7353227,Beta,0.8337017,0.009582778,87
UMAP2,2904,-9.562346,3.2631755,Ductal,0.9755394,0.011213097,87
UMAP2,2905,7.7327766,5.297768,Alpha,0.77013457,0.008852121,87
UMAP2,2906,-10.251924,-0.47349632,Ductal,0.9811382,0.011277451,87
UMAP2,2907,2.0504591,-0.3297671,Epsilon,0.92976034,0.0106869005,87
UMAP2,2908,7.7332087,4.32534,Alpha,0.78001916,0.008965737,87
UMAP2,2909,1.4481483,-4.195485,Ngn3 high EP,0.9722724,0.011175545,87
UMAP2,2910,-8.815901,3.0773597,Ductal,0.9995005,0.011488511,87
UMAP2,2911,-10.676203,2.8571267,Ductal,0.96280575,0.011066733,87
UMAP2,2912,3.060273,1.8986629,Epsilon,0.88870335,0.010214981,87
UMAP2,2913,-2.7819386,-4.3194437,Ngn3 high EP,1.0207046,0.011732237,87
UMAP2,2914,-9.978836,-0.019443912,Ngn3 low EP,0.9912118,0.011393239,87
UMAP2,2915,8.324782,4.5570393,Alpha,0.7528995,0.008654018,87
UMAP2,2916,-11.011212,-0.57064354,Ductal,0.97591466,0.01121741,87
UMAP2,2917,-8.051788,-1.669522,Ngn3 low EP,0.99022675,0.011381917,87
UMAP2,2918,9.564088,-1.1722631,Delta,0.78651965,0.009040455,87
UMAP2,2919,3.283763,-4.8011394,Pre-endocrine,0.8940923,0.010276923,87
UMAP2,2920,4.9912486,-0.22713946,Pre-endocrine,0.9353529,0.010751183,87
UMAP2,2921,3.2228727,-4.029481,Pre-endocrine,0.8995242,0.010339359,87
UMAP2,2922,-7.2460017,-2.237044,Ngn3 high EP,0.9821802,0.011289427,87
UMAP2,2923,3.2117755,4.042262,Beta,3.7629051,0.043251783,87
UMAP2,2924,-12.154295,2.3451278,Ductal,0.9682057,0.011128801,87
UMAP2,2925,6.209656,-1.041038,Pre-endocrine,0.83741885,0.009625504,87
UMAP2,2926,-8.687371,0.7685981,Ductal,0.9729214,0.011183004,87
UMAP2,2927,9.523203,-1.1623079,Delta,0.77891135,0.008953004,87
UMAP2,2928,1.5081006,-1.4925922,Pre-endocrine,0.9214293,0.010591141,87
UMAP2,2929,1.4442906,-4.187797,Ngn3 high EP,0.9275267,0.010661227,87
UMAP2,2930,5.2985287,2.1522875,Beta,0.8911673,0.010243302,87
UMAP2,2931,0.4320445,-4.5130887,Ngn3 high EP,0.96738756,0.011119397,87
UMAP2,2932,-8.202177,2.418995,Ductal,1.0083296,0.011589996,87
UMAP2,2933,-7.609059,0.22276448,Ngn3 low EP,1.0016291,0.011512978,87
UMAP2,2934,-2.3412578,-3.548617,Ngn3 high EP,1.0045955,0.011547075,87
UMAP2,2935,-9.617082,5.1094265,Ductal,1.1283345,0.012969363,87
UMAP2,2936,5.2471457,1.5547923,Beta,0.93384266,0.010733823,87
UMAP2,2937,1.5727712,-4.5012946,Ngn3 high EP,0.94616294,0.0108754365,87
UMAP2,2938,-1.4015095,-4.476578,Ngn3 high EP,1.0640187,0.0122301,87
UMAP2,2939,-8.251775,2.8507967,Ductal,1.016842,0.011687839,87
UMAP2,2940,3.7496772,4.894573,Beta,4.1508837,0.047711305,87
UMAP2,2941,7.1980386,4.7830353,Alpha,0.76927304,0.008842219,87
UMAP2,2942,-8.587033,0.7330025,Ngn3 low EP,0.9734326,0.011188881,87
UMAP2,2943,-9.308093,-0.58092386,Ductal,0.99166334,0.011398429,87
UMAP2,2944,-11.554559,3.8415847,Ductal,1.0145557,0.011661559,87
UMAP2,2945,-9.26611,0.15119429,Ductal,0.9930405,0.011414259,87
UMAP2,2946,2.8688471,-4.427242,Pre-endocrine,0.91502094,0.010517482,87
UMAP2,2947,-1.7190795,-4.6208787,Ngn3 high EP,1.0187172,0.011709393,87
UMAP2,2948,5.0793343,0.07102245,Beta,0.9324466,0.010717777,87
UMAP2,2949,-12.195101,1.5214018,Ductal,0.9758181,0.0112163,87
UMAP2,2950,-2.9800076,-3.822571,Ngn3 high EP,1.0484133,0.012050727,87
UMAP2,2951,4.719584,2.3057368,Beta,0.91780645,0.0105495,87
UMAP2,2952,-9.930867,0.14022501,Ductal,0.98301303,0.011299,87
UMAP2,2953,-10.464272,1.1120373,Ductal,0.9741472,0.011197094,87
UMAP2,2954,-1.937821,-4.796452,Ngn3 high EP,1.0267822,0.011802094,87
UMAP2,2955,5.148949,1.1288601,Beta,0.90728813,0.010428599,87
UMAP2,2956,3.3859298,4.6542473,Beta,3.7853904,0.043510236,87
UMAP2,2957,6.419862,1.7229252,Alpha,0.82116044,0.009438626,87
UMAP2,2958,-9.809722,0.6036467,Ductal,0.9792648,0.011255917,87
UMAP2,2959,-0.7276897,-4.9411907,Ngn3 high EP,1.0112865,0.011623982,87
UMAP2,2960,-9.926398,-0.85374135,Ductal,0.98605174,0.011333928,87
UMAP2,2961,2.857728,6.2357287,Beta,6.090741,0.07000852,87
UMAP2,2962,2.513339,6.042078,Beta,6.2112074,0.07139319,87
UMAP2,2963,5.182744,2.269865,Beta,0.881423,0.010131299,87
UMAP2,2964,-11.717932,4.9450803,Ductal,0.95821786,0.011013999,87
UMAP2,2965,4.47377,4.3675056,Beta,2.3457515,0.026962662,87
UMAP2,2966,5.6875296,-1.7521157,Pre-endocrine,0.8434695,0.009695052,87
UMAP2,2967,1.2546676,-2.157583,Pre-endocrine,0.9185641,0.0105582075,87
UMAP2,2968,7.594552,4.2184396,Alpha,0.747554,0.008592575,87
UMAP2,2969,-7.874665,-1.026542,Ngn3 low EP,1.0010026,0.011505776,87
UMAP2,2970,5.379908,-2.7479694,Pre-endocrine,0.9027657,0.010376617,87
UMAP2,2971,3.0102792,4.478548,Beta,6.2045717,0.07131691,87
UMAP2,2972,-10.034426,-0.46904477,Ductal,0.98189354,0.011286133,87
UMAP2,2973,6.7363954,3.7982173,Alpha,0.7559969,0.00868962,87
UMAP2,2974,3.1175563,-4.4131713,Pre-endocrine,0.88865554,0.010214431,87
UMAP2,2975,4.0871716,4.650711,Beta,1.9203161,0.022072598,87
UMAP2,2976,4.576146,3.9277353,Beta,1.1137403,0.012801613,87
UMAP2,2977,-8.628633,0.8781833,Ductal,0.9894257,0.01137271,87
UMAP2,2978,2.4858654,1.3925875,Epsilon,0.962138,0.011059058,87
UMAP2,2979,-11.017596,-0.44113448,Ductal,0.9745642,0.011201887,87
UMAP2,2980,-1.653373,-4.324791,Ngn3 high EP,0.96741575,0.011119721,87
UMAP2,2981,2.9218717,-4.4553576,Pre-endocrine,0.8858411,0.010182082,87
UMAP2,2982,5.347557,-1.0206188,Pre-endocrine,0.90021163,0.01034726,87
UMAP2,2983,3.0606508,4.23254,Beta,5.471882,0.06289519,87
UMAP2,2984,-4.934223,-3.772807,Ngn3 high EP,1.0134377,0.01164871,87
UMAP2,2985,7.1787195,4.4074726,Alpha,0.76717067,0.008818054,87
UMAP2,2986,2.7408001,1.5493739,Epsilon,0.942588,0.010834345,87
UMAP2,2987,1.0762694,-4.203014,Ngn3 high EP,0.9983428,0.0114752045,87
UMAP2,2988,-9.660886,-0.31182942,Ductal,0.99031115,0.011382887,87
UMAP2,2989,7.991635,0.8696514,Alpha,0.8309485,0.009551132,87
UMAP2,2990,-9.35204,-1.288104,Ngn3 low EP,0.9971094,0.011461028,87
UMAP2,2991,6.542718,2.24791,Alpha,0.7705317,0.008856687,87
UMAP2,2992,4.849988,0.3184806,Pre-endocrine,0.8726251,0.010030174,87
UMAP2,2993,-11.306205,4.96224,Ductal,0.9600879,0.011035493,87
UMAP2,2994,-11.8566,4.207953,Ductal,0.9926706,0.011410007,87
UMAP2,2995,4.779786,3.8522964,Beta,0.99647963,0.011453789,87
UMAP2,2996,7.484823,1.906911,Alpha,0.74720097,0.008588517,87
UMAP2,2997,-9.615585,0.5156808,Ductal,0.9895102,0.01137368,87
UMAP2,2998,-9.530906,-0.19480523,Ductal,0.9861264,0.011334786,87
UMAP2,2999,-10.102479,1.8910459,Ductal,0.9683219,0.011130137,87
UMAP2,3000,3.2488768,5.215488,Beta,5.527684,0.0635366,87
UMAP2,3001,6.7597027,3.4954813,Alpha,0.7585444,0.008718901,87
UMAP2,3002,-9.568368,-0.6165912,Ductal,0.9890343,0.01136821,87
UMAP2,3003,7.050106,-0.5158598,Alpha,0.80676615,0.009273174,87
UMAP2,3004,-8.787682,-1.16128,Ngn3 low EP,0.9876702,0.011352531,87
UMAP2,3005,-10.505928,5.919856,Ductal,1.1145662,0.012811106,87
UMAP2,3006,4.940738,-0.68328166,Pre-endocrine,0.9501337,0.010921077,87
UMAP2,3007,-11.112989,4.2804294,Ngn3 low EP,1.0420897,0.011978042,87
UMAP2,3008,2.8380034,5.9655538,Beta,6.309059,0.072517924,87
UMAP2,3009,0.6944031,-4.2410364,Ngn3 high EP,0.92520785,0.010634573,87
UMAP2,3010,-10.905937,5.6329308,Ductal,1.0454638,0.012016825,87
UMAP2,3011,5.9399796,-2.1410382,Pre-endocrine,0.8696365,0.009995822,87
UMAP2,3012,6.4653463,-0.32196808,Pre-endocrine,0.8865432,0.010190152,87
UMAP2,3013,8.208344,4.2374234,Alpha,0.7435336,0.008546364,87
UMAP2,3014,3.240741,2.3386052,Epsilon,0.87064075,0.010007365,87
UMAP2,3015,5.592017,-1.6610442,Pre-endocrine,0.91437703,0.0105100805,87
UMAP2,3016,4.400426,-3.4555888,Pre-endocrine,0.8489361,0.009757886,87
UMAP2,3017,-2.3855624,-4.492549,Ngn3 high EP,1.0009964,0.011505705,87
UMAP2,3018,-4.1347528,-3.6965592,Ngn3 high EP,1.0392344,0.011945223,87
UMAP2,3019,-0.055253163,-5.272611,Ngn3 high EP,0.95234984,0.0109465495,87
UMAP2,3020,0.7308385,-4.663861,Ngn3 high EP,0.9429995,0.010839075,87
UMAP2,3021,6.293482,-2.7575195,Pre-endocrine,0.851516,0.00978754,87
UMAP2,3022,-11.35771,-0.52780676,Ductal,0.98228276,0.011290606,87
UMAP2,3023,1.766761,-2.9036505,Pre-endocrine,0.90562034,0.010409429,87
UMAP2,3024,2.4158838,5.3084774,Beta,6.3137927,0.07257233,87
UMAP2,3025,-11.05919,0.18539348,Ductal,0.9704728,0.01115486,87
UMAP2,3026,-2.3717058,-4.3657503,Ngn3 high EP,1.0246716,0.011777834,87
UMAP2,3027,-10.078918,1.2556434,Ductal,0.98099446,0.011275798,87
UMAP2,3028,5.023946,-3.6729147,Pre-endocrine,0.8773373,0.010084337,87
UMAP2,3029,4.5287814,2.8949783,Beta,0.99042594,0.011384206,87
UMAP2,3030,5.9676795,-1.4501908,Pre-endocrine,0.8668269,0.009963527,87
UMAP2,3031,-8.034939,-1.2609184,Ductal,1.0035777,0.011535376,87
UMAP2,3032,-10.74869,-0.060357634,Ductal,0.9658696,0.011101949,87
UMAP2,3033,6.0248294,1.7181793,Alpha,0.8265654,0.009500751,87
UMAP2,3034,3.7449214,4.0103683,Beta,2.3036776,0.026479052,87
UMAP2,3035,-10.724752,6.1106195,Ductal,1.0301529,0.011840838,87
UMAP2,3036,3.9990835,0.35773468,Pre-endocrine,0.8670803,0.00996644,87
UMAP2,3037,4.919539,1.3711252,Beta,0.91351014,0.010500116,87
UMAP2,3038,2.5769484,4.800942,Beta,5.908461,0.067913346,87
UMAP2,3039,-5.5811343,-3.5831637,Ngn3 high EP,1.0180299,0.0117014935,87
UMAP2,3040,-9.813268,4.9627504,Ngn3 low EP,1.0944061,0.012579381,87
UMAP2,3041,-10.037365,1.0588305,Ngn3 low EP,0.9819303,0.011286556,87
UMAP2,3042,-8.519134,0.58903027,Ductal,0.9813739,0.0112801595,87
UMAP2,3043,5.8081207,3.532994,Alpha,0.80075467,0.009204077,87
UMAP2,3044,5.2229056,1.9253832,Beta,0.94242656,0.0108324895,87
UMAP2,3045,-10.361349,6.116014,Ductal,1.0951931,0.012588427,87
UMAP2,3046,5.643011,-0.9055212,Pre-endocrine,0.9724474,0.011177557,87
UMAP2,3047,3.183497,4.178009,Beta,4.6484394,0.053430337,87
UMAP2,3048,-0.72182345,-3.8273387,Ngn3 high EP,0.993688,0.011421701,87
UMAP2,3049,-0.29823917,-5.0734715,Ngn3 high EP,0.9680451,0.011126955,87
UMAP2,3050,3.601744,4.954075,Beta,4.487682,0.05158255,87
UMAP2,3051,5.091476,0.02526528,Pre-endocrine,0.92108476,0.010587181,87
UMAP2,3052,6.929329,3.0573604,Alpha,0.73432136,0.008440475,87
UMAP2,3053,-2.1588788,-4.8266687,Ngn3 high EP,1.0047251,0.011548565,87
UMAP2,3054,-12.008178,4.8173027,Ductal,0.95478606,0.0109745525,87
UMAP2,3055,5.710058,-2.2395873,Pre-endocrine,0.86310494,0.009920746,87
UMAP2,3056,-5.7897973,-3.1148868,Ngn3 high EP,0.99831206,0.0114748515,87
UMAP2,3057,2.0088367,-4.087332,Pre-endocrine,0.9247489,0.010629297,87
UMAP2,3058,-9.363203,2.427994,Ductal,0.97623956,0.011221144,87
UMAP2,3059,2.5752132,-4.6136074,Pre-endocrine,0.9118337,0.010480847,87
UMAP2,3060,2.3101606,-4.4199724,Ngn3 high EP,0.9025848,0.010374538,87
UMAP2,3061,-8.834809,-0.39372686,Ngn3 low EP,1.0008829,0.0115044005,87
UMAP2,3062,-9.472711,4.5352597,Ngn3 low EP,1.1420264,0.01312674,87
UMAP2,3063,-9.566519,-1.3418096,Ductal,0.99706644,0.011460533,87
UMAP2,3064,4.376596,-3.320833,Pre-endocrine,0.8968151,0.01030822,87
UMAP2,3065,7.311135,0.08314842,Alpha,0.88994753,0.010229282,87
UMAP2,3066,6.4727263,3.3832648,Alpha,0.7262055,0.00834719,87
UMAP2,3067,-9.645068,-0.3125268,Ductal,0.9911305,0.011392305,87
UMAP2,3068,3.934314,3.761562,Beta,2.061543,0.023695897,87
UMAP2,3069,6.2865677,2.335801,Alpha,0.75735813,0.008705266,87
UMAP2,3070,-4.88938,-3.917828,Ngn3 high EP,1.0254415,0.011786684,87
UMAP2,3071,2.5548847,5.9981933,Beta,6.2758694,0.07213643,87
UMAP2,3072,-11.1004305,-1.2622461,Ductal,0.98472357,0.011318661,87
UMAP2,3073,-12.388145,2.8762474,Ductal,0.9751363,0.0112084625,87
UMAP2,3074,-5.7178187,-2.3581405,Ngn3 high EP,1.0149488,0.011666079,87
UMAP2,3075,8.639412,4.407149,Alpha,0.7236157,0.008317422,87
UMAP2,3076,5.8366237,0.0065318868,Pre-endocrine,0.89687335,0.010308889,87
